total_txn_amount,avg_txn_amount,std_txn_amount,txn_count,max_txn_amount,min_txn_amount,burst_score,time_to_first_outbound_minutes,fund_exit_ratio,txn_velocity,distinct_counterparties,counterparty_diversity_score,incoming_sources_count,international_counterparty_flag,pep_flag,high_risk_country_flag,kyc_risk_score,account_age_days,alert_count,historical_sar_flag,sar_worthy,typology_structuring,typology_rapid_movement,typology_funnel_account,typology_trade_based,typology_shell_company,typology_round_tripping
43153307.42,1598270.6451,117820.3772,27,1601741.82,12344.87,0.4407,9916,0.7305,1.2229,27,0.5295,5,1,1,1,0.7311,200,7,0,1,0,0,0,1,0,0
19730848.38,730772.1623,437354.0554,27,730772.1623,517396.99,0.592,9916,0.6029,2.13,27,0.3869,14,1,0,1,0.8807,200,8,1,1,0,0,0,1,0,0
17991479.82,580370.3169,90233.4257,31,633151.25,580370.3169,0.5666,7820,0.9819,5.6179,15,0.309,8,1,0,1,0.5742,494,9,0,1,0,0,0,0,0,1
20066425.4,1003321.2698,102575.7298,20,1003321.2698,892584.09,0.3688,3565,0.8892,1.1368,31,0.4211,19,1,1,1,0.5688,1801,10,0,1,0,0,0,0,1,0
1777173.39,161561.2177,29091.3579,11,254548.92,161561.2177,0.6561,58,0.8675,14.8437,13,0.8111,22,1,0,0,0.5525,209,4,0,1,0,1,0,0,0,0
1429897.05,129990.6413,43121.4415,11,129990.6413,129990.6413,0.905,73,0.9571,19.95,28,0.4654,19,1,0,0,0.6738,48,8,0,1,0,1,0,0,0,0
455093.75,41372.1588,22254.1707,11,476077.65,41372.1588,0.801,271,0.7102,15.1274,9,0.4654,4,1,0,0,0.5525,410,4,0,1,0,1,0,0,0,0
106508.81,5071.8481,5071.8481,21,6403.63,5071.8481,0.8121,600,0.7354,5.4844,6,0.1452,3,0,1,0,0.7917,279,4,1,1,1,0,0,0,0,0
11036533.97,1003321.2698,235892.4331,11,1003321.2698,387444.55,0.7131,2829,0.7006,2.3163,60,0.4665,19,1,0,0,0.6124,1222,8,0,1,0,0,0,0,1,0
3380565.51,676113.1019,64213.7652,5,676113.1019,676113.1019,0.592,3927,0.9127,1.0412,26,0.4881,6,1,1,1,0.8807,627,8,1,1,0,0,0,1,0,0
4985577.24,59352.11,2111.3978,84,76965.33,59352.11,0.751,251,0.9344,8.2116,9,0.5892,36,0,1,1,0.5699,333,9,0,1,0,0,1,0,0,0
253592.4,5071.8481,5071.8481,50,6403.63,5071.8481,0.6463,447,0.8004,5.2583,6,0.1452,3,1,0,0,0.6055,280,11,0,1,1,0,0,0,0,0
7215861.71,801762.4125,149537.5595,9,801762.4125,618876.37,0.7583,19343,0.9819,1.6088,31,0.309,9,1,0,1,0.8343,191,8,0,1,0,0,0,0,0,1
109629.82,36543.2721,635.3085,3,36543.2721,23035.94,0.1486,37664,0.2721,1.9831,5,0.0956,3,0,0,1,0.394,1772,1,0,0,0,0,0,0,0,0
1290257.06,99250.5432,33734.3835,13,145876.27,99250.5432,0.8789,50,0.9788,16.2222,9,0.5643,32,0,1,0,0.6156,48,4,0,1,0,1,0,0,0,0
23574777.42,812923.3594,149537.5595,29,995864.65,618876.37,0.6584,1962,0.8878,3.6808,13,0.452,7,1,1,1,0.8847,1445,9,0,1,0,0,0,0,0,1
2922273.48,112395.1337,33200.0317,26,995864.65,112395.1337,0.5316,14765,0.948,3.1765,6,0.3918,8,1,1,1,0.6559,1577,7,1,1,0,0,0,0,0,1
106508.81,5071.8481,5071.8481,21,6403.63,5071.8481,0.719,464,0.801,3.6637,13,0.2208,3,0,0,0,0.7917,231,11,0,1,1,0,0,0,0,0
1689930.0,58273.4483,20091.807,29,756958.19,58273.4483,0.506,9898,0.8465,3.7467,15,0.5775,6,1,0,1,0.7577,784,5,0,1,0,0,0,0,0,1
4069171.49,58131.0213,13072.2282,70,58131.0213,50666.01,0.5928,277,0.8196,7.087,9,0.5407,49,0,0,1,0.6324,603,6,0,1,0,0,1,0,0,0
514646.6,17154.8865,2111.3978,30,49648.69,17154.8865,0.7167,404,0.866,8.6006,9,0.5158,35,1,0,0,0.7439,603,3,0,1,0,0,1,0,0,0
981798.63,29751.4736,20615.0107,33,29751.4736,11685.94,0.8121,356,0.8279,3.6637,6,0.1452,3,1,0,0,0.5922,186,6,0,1,1,0,0,0,0,0
1509638.92,65636.4747,7959.9232,23,65636.4747,22059.8,0.8121,600,0.6706,3.6637,13,0.1655,3,1,1,0,0.6796,304,7,0,1,1,0,0,0,0,0
4658211.49,221819.5949,43121.4415,21,409628.54,221819.5949,0.9577,68,0.8685,17.2354,21,0.4654,15,1,0,0,0.6246,48,8,0,1,0,1,0,0,0,0
2095258.58,69841.9525,14379.3117,30,300183.72,857.74,0.5104,116,0.6301,4.9178,13,0.7225,22,0,0,0,0.8921,427,8,1,1,0,0,1,0,0,0
1111573.32,48329.2748,39965.4977,23,345393.29,7221.69,0.9828,13,0.9222,11.8162,39,0.8908,20,1,0,0,0.5525,74,5,0,1,0,1,0,0,0,0
13675059.04,683752.9522,39800.7382,20,683752.9522,390124.7,0.5717,1962,0.9819,4.7805,18,0.6058,9,1,0,1,0.8824,1013,6,1,1,0,0,0,0,0,1
3622561.12,201253.3955,24728.9314,18,476360.97,176878.95,0.6254,7,0.9006,14.1078,39,0.4654,11,1,1,0,0.5938,48,9,1,1,0,1,0,0,0,0
4080342.33,370940.2118,19192.2249,11,370940.2118,310082.76,0.8285,297,0.8986,18.3001,28,0.4654,5,1,1,0,0.6162,48,7,1,1,0,1,0,0,0,0
8345616.17,320985.2374,20091.807,26,542551.54,320985.2374,0.7285,1962,0.9819,1.6088,14,0.6641,9,1,0,0,0.8847,1703,5,1,1,0,0,0,0,0,1
1405294.94,46843.1648,20181.6261,30,49648.69,46843.1648,0.7856,431,0.7373,6.0686,13,0.2568,49,1,0,0,0.7952,513,3,0,1,0,0,1,0,0,0
1975178.71,246897.3384,246897.3384,8,590425.09,246897.3384,0.4575,8005,0.9127,0.8706,27,0.5525,7,1,0,0,0.8807,200,6,0,1,0,0,0,1,0,0
1205071.56,41554.1917,3409.9414,29,72478.35,20437.43,0.594,323,0.8089,3.6637,5,0.386,3,1,1,1,0.7492,482,3,0,1,1,0,0,0,0,0
1842096.98,122806.4655,104524.2958,15,887120.73,122806.4655,0.6034,2814,0.8124,2.8359,43,0.4138,13,1,0,0,0.6279,2026,8,0,1,0,0,0,0,1,0
2652454.57,58943.435,2111.3978,45,71265.78,58943.435,0.6054,175,0.7172,6.3276,39,0.629,30,1,0,0,0.7948,402,7,0,1,0,0,1,0,0,0
382539.31,38253.9305,635.3085,10,63446.53,2999.75,0.0501,18481,0.4869,0.665,4,0.1641,2,0,0,0,0.3214,2019,2,0,0,0,0,0,0,0,0
4692072.14,312804.8093,231246.9702,15,590425.09,312804.8093,0.5158,3884,0.9127,0.5447,17,0.5376,8,1,0,1,0.8807,200,2,0,1,0,0,0,1,0,0
472418.61,42947.1463,22993.5911,11,373477.08,42947.1463,0.987,5,0.9407,17.7445,30,0.6884,15,0,0,0,0.8207,603,4,1,1,0,1,0,0,0,0
2799477.57,58322.4493,4470.6998,48,58322.4493,3035.06,0.8121,408,0.6858,4.3957,14,0.1832,3,0,0,0,0.7917,482,8,0,1,1,0,0,0,0,0
2747580.78,38698.3208,4595.4441,71,38698.3208,36457.24,0.629,422,0.812,3.6637,10,0.1452,3,0,0,1,0.711,222,3,0,1,1,0,0,0,0,0
21234042.71,1930367.5187,214213.9364,11,1930367.5187,1030936.64,0.5657,4143,0.744,2.3937,15,0.3398,9,1,0,1,0.7811,1104,4,0,1,0,0,0,1,0,0
455093.75,41372.1588,38354.2029,11,161964.91,41372.1588,0.8531,31,0.7625,18.7137,10,0.4912,12,0,0,0,0.5525,446,4,1,1,0,1,0,0,0,0
1180366.87,25114.1888,7636.76,47,38640.06,25114.1888,0.8093,148,0.6952,3.6637,9,0.1452,3,1,0,1,0.6603,190,10,0,1,1,0,0,0,0,0
3209665.4,246897.3384,177674.6073,13,590425.09,246897.3384,0.327,4741,0.654,1.6625,27,0.318,6,1,0,1,0.8807,722,7,1,1,0,0,0,1,0,0
1452219.69,38216.3076,4058.7311,38,38216.3076,36111.63,0.6963,564,0.7263,3.6637,12,0.1452,3,0,0,0,0.6711,347,7,1,1,1,0,0,0,0,0
2623378.04,81980.5637,2111.3978,32,91179.91,49145.08,0.7161,285,0.7642,4.7241,35,0.2568,39,1,0,1,0.7917,405,4,1,1,0,0,1,0,0,0
8026570.16,1003321.2698,180705.6385,8,1108495.05,892584.09,0.688,865,0.7079,1.6844,60,0.453,7,1,0,1,0.5688,1614,7,1,1,0,0,0,0,1,0
455093.75,41372.1588,41372.1588,11,177146.64,41372.1588,0.7829,65,0.7102,10.0021,10,0.4654,6,1,1,1,0.618,48,7,0,1,0,1,0,0,0,0
860278.02,26883.688,218.3038,32,26883.688,26883.688,0.4569,383,0.7372,3.6637,8,0.2948,3,1,0,1,0.7917,35,8,0,1,1,0,0,0,0,0
29096316.82,1003321.2698,63635.7975,29,1003321.2698,690824.54,0.4594,5607,0.7918,4.4255,60,0.4138,19,0,0,1,0.5688,2026,10,0,1,0,0,0,0,1,0
455093.75,41372.1588,24659.5807,11,251495.69,41372.1588,0.9664,39,0.8877,19.2863,9,0.6032,8,1,0,1,0.5525,48,4,1,1,0,1,0,0,0,0
2443468.58,81448.9528,4976.3454,30,93150.16,42437.91,0.8626,95,0.7974,4.9662,9,0.2568,46,1,0,0,0.823,298,3,1,1,0,0,1,0,0,0
6236497.54,129927.0321,2562.7319,48,129927.0321,50607.66,0.5513,445,0.5837,7.1452,22,0.4285,3,0,1,0,0.5797,209,3,1,1,1,0,0,0,0,0
21790743.91,947423.6481,119753.9143,23,947423.6481,947423.6481,0.5639,2104,0.6819,2.0271,27,0.318,8,1,0,1,0.6652,200,7,0,1,0,0,0,1,0,0
1300739.27,118249.0242,13782.8696,11,119561.68,118249.0242,0.9427,39,0.8891,12.1879,37,0.6013,5,1,0,1,0.6232,48,10,0,1,0,1,0,0,0,0
1982683.92,24783.549,7549.8768,80,24783.549,11005.38,0.7769,438,0.8279,3.6637,22,0.1452,5,0,0,0,0.7621,242,3,1,1,1,0,0,0,0,0
1303467.54,50133.367,36768.2728,26,159353.8,50133.367,0.8337,75,0.7358,19.95,9,0.4654,21,1,0,1,0.9423,48,4,0,1,0,1,0,0,0,0
2137325.36,194302.305,25194.0796,11,194302.305,7221.69,0.7893,84,0.8744,19.95,16,0.5706,19,0,0,0,0.9423,219,4,1,1,0,1,0,0,0,0
4596644.29,95763.4227,2111.3978,48,95763.4227,95763.4227,0.5066,130,0.6911,4.3879,9,0.4722,49,0,0,1,0.6643,603,3,0,1,0,0,1,0,0,0
9426002.39,94260.0239,9649.9374,100,94260.0239,83665.83,0.5007,163,0.7567,4.3879,25,0.2568,22,1,0,1,0.7477,600,7,0,1,0,0,1,0,0,0
25200624.14,812923.3594,70220.1007,31,812923.3594,578295.89,0.506,1962,0.9819,3.8921,39,0.309,6,1,0,1,0.784,1703,9,0,1,0,0,0,0,0,1
4537613.61,567201.7018,246124.8937,8,972899.72,419402.4,0.4362,6703,0.7006,2.9828,52,0.55,19,1,0,0,0.5781,1909,10,1,1,0,0,0,0,1,0
15919228.03,513523.4849,80233.9384,31,995864.65,404476.04,0.6424,6095,0.9567,2.3987,26,0.6641,10,1,0,1,0.8847,1575,7,0,1,0,0,0,0,0,1
3006449.27,55674.9864,3868.3318,54,189132.84,17001.56,0.74,425,0.7735,10.7718,8,0.1452,13,1,1,0,0.7917,299,7,1,1,1,0,0,0,0,0
5135287.53,244537.5012,8644.7092,21,244537.5012,16797.1,0.5953,324,0.8173,5.9145,4,0.1452,3,1,0,1,0.7178,235,3,0,1,1,0,0,0,0,0
898158.55,14723.9107,7498.3147,61,14723.9107,14723.9107,0.8121,266,0.8129,4.3155,9,0.1589,6,1,1,0,0.6132,215,4,0,1,1,0,0,0,0,0
3263625.34,296693.2128,34077.8882,11,296693.2128,296693.2128,0.9232,244,0.9484,19.95,23,0.72,9,0,0,1,0.6174,152,4,1,1,0,1,0,0,0,0
430013.85,14828.0639,14828.0639,29,14828.0639,5969.22,0.7749,457,0.75,4.4588,9,0.3804,3,0,1,1,0.7822,278,6,1,1,1,0,0,0,0,0
9176462.22,191176.2962,6063.4177,48,191176.2962,49819.88,0.597,120,0.8279,5.59,10,0.5282,3,1,1,1,0.7143,282,4,0,1,1,0,0,0,0,0
10307993.68,194490.4467,1428.3301,53,194490.4467,52894.06,0.7046,284,0.8279,3.6637,11,0.1501,5,0,0,0,0.7481,285,6,0,1,1,0,0,0,0,0
16920696.75,705029.0313,141357.7598,24,1149479.56,705029.0313,0.3029,1897,0.8963,1.0859,17,0.3404,3,1,0,1,0.8807,852,8,0,1,0,0,0,1,0,0
329670.13,5071.8481,5071.8481,65,22250.02,5071.8481,0.6392,600,0.5231,3.6637,9,0.3372,3,0,0,0,0.7917,149,7,0,1,1,0,0,0,0,0
13246160.93,1892308.7036,287534.4735,7,1892308.7036,1502554.17,0.592,6782,0.9127,0.9089,27,0.4913,6,1,0,1,0.6671,200,2,0,1,0,0,0,1,0,0
455093.75,41372.1588,22126.1681,11,287551.95,41372.1588,0.9798,6,0.7102,14.0447,17,0.5899,16,1,0,0,0.6914,93,4,0,1,0,1,0,0,0,0
951559.65,41372.1588,41372.1588,23,213697.09,41372.1588,0.9458,5,0.9414,19.95,39,0.8908,17,1,0,0,0.5525,144,4,0,1,0,1,0,0,0,0
5775527.44,67947.3817,2111.3978,85,67947.3817,44899.56,0.784,134,0.7552,4.3879,9,0.3487,25,1,0,0,0.6869,603,11,1,1,0,0,1,0,0,0
8865454.32,101901.7738,14373.9435,87,101901.7738,101901.7738,0.5495,142,0.6349,4.3879,39,0.3158,36,0,0,0,0.7207,603,3,1,1,0,0,1,0,0,0
43010693.27,1592988.6397,64213.7652,27,1592988.6397,1090602.01,0.3542,4197,0.7039,2.6774,5,0.318,4,1,0,0,0.7914,983,6,0,1,0,0,0,1,0,0
15049819.05,1003321.2698,75895.5732,15,1003321.2698,892584.09,0.3688,2467,0.71,1.9253,60,0.633,15,1,0,1,0.5688,327,6,1,1,0,0,0,0,1,0
1386725.92,63032.9963,6506.3965,22,63032.9963,13613.79,0.8121,414,0.8279,3.6637,12,0.1452,3,1,0,0,0.6223,35,8,1,1,1,0,0,0,0,0
5482358.59,685294.8232,257697.5935,8,685294.8232,685294.8232,0.5339,7985,0.7573,1.1368,56,0.5565,12,0,0,0,0.699,1862,3,1,1,0,0,0,0,1,0
416455.26,13014.2269,13014.2269,32,13014.2269,13014.2269,0.5843,394,0.8242,3.6637,7,0.2253,3,0,0,0,0.7758,390,4,0,1,1,0,0,0,0,0
1225995.72,30649.8931,6059.6016,40,30649.8931,30649.8931,0.723,188,0.8279,7.8914,10,0.1731,13,1,0,0,0.6065,403,3,0,1,1,0,0,0,0,0
17547905.65,701916.2259,149537.5595,25,706210.4,12149.84,0.5564,20117,0.903,4.1126,9,0.309,5,1,0,0,0.7096,861,9,1,1,0,0,0,0,0,1
25200624.14,812923.3594,119557.0521,31,995864.65,485261.64,0.7904,5275,0.9819,5.7406,20,0.3341,7,1,0,1,0.6743,1123,7,0,1,0,0,0,0,0,1
5135287.53,244537.5012,5425.7316,21,244537.5012,16537.2,0.7176,399,0.763,3.6637,5,0.3643,8,0,1,0,0.7355,164,5,0,1,1,0,0,0,0,0
8026570.16,1003321.2698,257697.5935,8,1003321.2698,445214.23,0.7131,2033,0.7337,1.1368,12,0.5534,19,1,0,1,0.7757,1468,4,0,1,0,0,0,0,1,0
248057.97,41342.9954,14139.8491,6,41342.9954,163.93,0.0535,29627,0.486,0.3326,1,0.01,4,0,0,1,0.2929,2201,2,0,0,0,0,0,0,0,0
218089.47,5071.8481,5071.8481,43,6403.63,5071.8481,0.6805,127,0.7221,3.6637,2,0.1452,3,1,0,1,0.7917,35,3,0,1,1,0,0,0,0,0
537838.06,41372.1588,34087.6835,13,146335.7,41372.1588,0.6617,65,0.9242,18.2647,9,0.6832,18,1,0,1,0.8065,277,12,0,1,0,1,0,0,0,0
455093.75,41372.1588,40320.4522,11,364623.33,41372.1588,0.9796,84,0.9317,15.6309,13,0.6473,17,1,0,0,0.5525,103,4,1,1,0,1,0,0,0,0
1587673.22,52922.4407,2111.3978,30,60849.71,52922.4407,0.5801,259,0.7726,8.585,14,0.3547,41,1,0,0,0.7224,534,3,0,1,0,0,1,0,0,0
20323083.98,812923.3594,20091.807,25,812923.3594,618876.37,0.506,1962,0.9496,1.6088,39,0.4524,4,1,1,1,0.7673,191,8,1,1,0,0,0,0,0,1
2511472.38,100458.8952,7293.9534,25,146640.15,100458.8952,0.7847,94,0.7102,19.95,22,0.8908,10,1,0,1,0.6839,407,14,0,1,0,1,0,0,0,0
9929973.71,1654995.618,233796.1261,6,1654995.618,718174.84,0.5314,1897,0.9127,1.3089,7,0.6141,4,1,0,1,0.8807,200,7,0,1,0,0,0,1,0,0
4853317.17,48533.1717,2111.3978,100,300183.72,38581.22,0.7751,105,0.6776,7.0968,31,0.4741,44,1,0,0,0.5473,561,3,0,1,0,0,1,0,0,0
455093.75,41372.1588,35835.8649,11,58841.85,23205.1,0.9364,231,0.8517,12.0385,28,0.4697,8,0,0,0,0.5525,48,4,0,1,0,1,0,0,0,0
23574777.42,812923.3594,32729.9606,29,812923.3594,613404.86,0.5184,6189,0.9819,2.1956,21,0.309,7,1,0,0,0.6412,1646,9,0,1,0,0,0,0,0,1
3588093.27,119603.109,4930.5426,30,119603.109,63633.87,0.4971,54,0.7188,4.3879,27,0.4198,23,1,1,0,0.5661,603,11,0,1,0,0,1,0,0,0
2100430.02,190948.1835,41816.3951,11,190948.1835,190948.1835,0.8583,28,0.7102,18.4579,23,0.8751,13,1,0,0,0.5525,48,5,1,1,0,1,0,0,0,0
2472551.04,49451.0209,2111.3978,50,49648.69,49451.0209,0.7603,171,0.8569,11.981,40,0.525,28,1,0,0,0.5499,361,3,0,1,0,0,1,0,0,0
13223128.73,734618.2629,85221.6975,18,734618.2629,734618.2629,0.4949,4868,0.8206,1.6307,53,0.8163,4,1,0,1,0.5688,836,10,1,1,0,0,0,0,1,0
5925536.12,246897.3384,246897.3384,24,1615017.06,246897.3384,0.42,3014,0.85,2.2674,10,0.6202,14,1,0,1,0.8807,407,8,0,1,0,0,0,1,0,0
6734821.73,396165.9844,325678.4941,17,2955069.87,396165.9844,0.3029,9916,0.6869,0.5447,12,0.318,4,1,0,1,0.7828,870,7,0,1,0,0,0,1,0,0
5463315.42,496665.038,257697.5935,11,895561.81,496665.038,0.516,865,0.7644,1.8687,60,0.4641,9,1,0,1,0.5688,1632,7,0,1,0,0,0,0,1,0
7140622.81,111572.2314,24548.7076,64,111572.2314,27987.17,0.71,292,0.8059,3.6637,14,0.1452,4,1,0,0,0.7273,289,3,1,1,1,0,0,0,0,0
4299102.34,171964.0936,10970.451,25,328087.23,171964.0936,0.7513,41,0.8643,19.95,9,0.4654,4,0,1,1,0.5525,48,12,1,1,0,1,0,0,0,0
18802225.71,1880222.5709,315107.8445,10,1880222.5709,1502554.17,0.4566,9916,0.7907,2.5754,27,0.3986,7,1,0,1,0.8807,200,6,0,1,0,0,0,1,0,0
1737630.67,41372.1588,25698.6753,42,324332.75,41372.1588,0.987,102,0.8345,19.95,39,0.7258,15,1,0,0,0.6495,149,10,0,1,0,1,0,0,0,0
455093.75,41372.1588,22351.6225,11,450898.95,41372.1588,0.894,73,0.9472,18.2883,15,0.5264,15,1,0,1,0.6194,130,4,0,1,0,1,0,0,0,0
3950357.41,246897.3384,246897.3384,16,1056366.2,246897.3384,0.4588,9423,0.8189,2.6774,5,0.5716,8,1,1,1,0.8807,200,8,0,1,0,0,0,1,0,0
2128695.71,193517.7914,36900.1341,11,378201.31,193517.7914,0.9196,54,0.8082,18.1132,26,0.4686,18,1,0,0,0.5525,48,4,0,1,0,1,0,0,0,0
9862244.59,98622.4459,4348.1467,100,98622.4459,65999.03,0.6463,54,0.7985,5.123,22,0.4101,49,0,0,0,0.7278,280,3,0,1,0,0,1,0,0,0
19578772.39,932322.4947,270032.468,21,3157121.88,932322.4947,0.4541,6270,0.9127,1.8847,26,0.4507,9,1,0,0,0.8501,200,7,1,1,0,0,0,1,0,0
23494069.19,1118765.1997,238291.2728,21,3157121.88,408187.5,0.4517,4946,0.7422,2.4874,21,0.6596,8,1,0,0,0.8807,200,5,1,1,0,0,0,1,0,0
455093.75,41372.1588,41372.1588,11,399994.88,41372.1588,0.9193,67,0.9001,19.95,14,0.5938,8,0,0,0,0.5842,48,5,0,1,0,1,0,0,0,0
11215795.88,659752.6989,216567.0201,17,659752.6989,659752.6989,0.6134,5549,0.7421,3.1215,60,0.8236,18,1,0,1,0.7228,1679,6,0,1,0,0,0,0,1,0
455093.75,41372.1588,31443.5004,11,157502.35,41372.1588,0.6254,161,0.7102,14.6118,24,0.6294,12,0,1,1,0.5525,303,5,0,1,0,1,0,0,0,0
3400655.89,113355.1964,3167.4135,30,113355.1964,31018.66,0.8004,320,0.8279,7.4279,7,0.3118,20,0,0,0,0.7917,166,3,0,1,1,0,0,0,0,0
8026570.16,1003321.2698,100976.3659,8,1003321.2698,462006.91,0.6395,4249,0.7509,1.3688,42,0.8138,17,1,0,1,0.7792,1877,10,0,1,0,0,0,0,1,0
8026570.16,1003321.2698,159321.4919,8,1003321.2698,892584.09,0.4138,865,0.7488,1.1368,60,0.4302,10,1,1,1,0.5688,2026,7,1,1,0,0,0,0,1,0
8026570.16,1003321.2698,192853.972,8,1003321.2698,889526.86,0.5518,3055,0.8201,2.6576,47,0.583,15,0,0,1,0.884,1377,10,0,1,0,0,0,0,1,0
7279788.06,909973.5079,132453.4203,8,909973.5079,597122.23,0.5099,3815,0.7745,1.9459,60,0.5359,3,0,0,1,0.6649,946,2,0,1,0,0,0,0,1,0
23386243.88,754394.9638,20091.807,31,754394.9638,618876.37,0.6211,1962,0.9482,1.6088,32,0.309,8,1,0,1,0.6348,1279,5,0,1,0,0,0,0,0,1
2517844.44,83928.1479,4836.625,30,83928.1479,83928.1479,0.6561,54,0.7057,4.3879,43,0.5417,49,1,0,0,0.5473,122,3,0,1,0,0,1,0,0,0
11292201.59,752813.4396,58402.9419,15,752813.4396,495976.47,0.506,1962,0.8945,3.9274,15,0.5828,12,1,1,1,0.6604,1632,9,0,1,0,0,0,0,0,1
2661541.19,88718.0396,6948.0991,30,88718.0396,68260.22,0.8626,55,0.6964,5.6356,9,0.5245,49,1,0,0,0.6328,603,10,0,1,0,0,1,0,0,0
12099569.32,1512446.1645,362898.2981,8,1853147.74,1084745.63,0.53,5998,0.6601,0.7993,25,0.5148,5,1,0,0,0.6881,709,8,0,1,0,0,0,1,0,0
791820.33,10283.3809,3578.5056,77,10283.3809,10283.3809,0.7842,185,0.8279,3.6637,10,0.2194,3,0,0,0,0.6909,246,3,0,1,1,0,0,0,0,0
9883966.63,205915.9714,4655.1681,48,205915.9714,32643.33,0.7855,263,0.6059,3.6637,14,0.1949,18,0,0,1,0.7917,482,3,0,1,1,0,0,0,0,0
6370342.14,637034.2143,87078.7665,10,898530.77,618876.37,0.6436,1962,0.9342,2.8439,25,0.4723,6,1,1,1,0.8824,1703,7,1,1,0,0,0,0,0,1
13679141.51,235847.2674,17819.586,58,235847.2674,25972.16,0.7836,54,0.6294,8.3911,9,0.6266,13,1,0,0,0.6207,603,3,0,1,0,0,1,0,0,0
6914214.27,576184.5225,72170.4771,12,590425.09,576184.5225,0.3206,9683,0.9127,2.424,18,0.4938,11,1,0,0,0.7345,200,8,0,1,0,0,0,1,0,0
5135287.53,244537.5012,7874.0562,21,244537.5012,53832.62,0.8121,376,0.8279,4.4352,11,0.1452,3,0,1,0,0.5046,453,3,0,1,1,0,0,0,0,0
8017457.32,890828.5911,245270.4216,9,890828.5911,863778.54,0.458,5963,0.8423,1.5757,28,0.5079,11,1,1,1,0.7351,689,10,0,1,0,0,0,0,1,0
7109016.78,112841.5362,3538.7552,63,112841.5362,47775.11,0.7519,69,0.604,4.3879,46,0.2568,48,0,0,0,0.5607,66,7,1,1,0,0,1,0,0,0
573158.09,52105.281,30920.3362,11,203431.44,52105.281,0.9642,327,0.7701,19.95,32,0.4804,19,1,0,1,0.6637,48,6,1,1,0,1,0,0,0,0
2586488.14,86216.2712,27151.7743,30,300183.72,86216.2712,0.6262,109,0.8362,4.3879,34,0.2568,43,1,0,0,0.6471,418,6,0,1,0,0,1,0,0,0
1486101.43,32306.5529,5167.9148,46,32306.5529,28348.88,0.5804,120,0.7281,3.6637,11,0.1452,5,0,0,0,0.7917,350,4,0,1,1,0,0,0,0,0
30099638.09,1003321.2698,234030.3372,30,1003321.2698,252105.85,0.6396,5633,0.9031,4.6745,60,0.7407,19,1,0,1,0.5688,2026,10,0,1,0,0,0,0,1,0
455093.75,41372.1588,37513.7654,11,282442.99,41372.1588,0.987,95,0.9095,9.0803,9,0.4654,32,1,1,1,0.6917,202,4,0,1,0,1,0,0,0,0
16957576.27,547018.5894,149537.5595,31,547018.5894,547018.5894,0.7674,1962,0.8865,1.9158,16,0.3747,9,1,0,1,0.6673,904,5,0,1,0,0,0,0,0,1
1881517.8,171047.0731,42592.0933,11,291122.15,171047.0731,0.987,80,0.9018,16.1461,18,0.4654,14,1,0,0,0.7215,249,4,0,1,0,1,0,0,0,0
1487719.31,51300.6659,5390.683,29,51300.6659,17073.94,0.8121,317,0.8279,3.6642,4,0.238,7,1,0,0,0.7917,35,3,1,1,1,0,0,0,0,0
1454721.76,48490.7254,6259.4916,30,48490.7254,10535.59,0.4682,327,0.8279,3.8327,8,0.1452,3,1,1,0,0.7856,332,6,0,1,1,0,0,0,0,0
106508.81,5071.8481,5071.8481,21,23641.66,5071.8481,0.7427,169,0.7583,4.071,14,0.1452,3,1,0,0,0.7917,369,3,0,1,1,0,0,0,0,0
2019250.35,183568.2135,75362.5186,11,907656.41,2913.67,0.6365,2571,0.9103,1.6088,13,0.6641,3,1,0,1,0.8847,1001,8,1,1,0,0,0,0,0,1
18059782.86,1003321.2698,136024.4394,18,1003321.2698,506995.12,0.7131,865,0.786,1.1368,20,0.5869,17,1,0,1,0.5688,386,10,0,1,0,0,0,0,1,0
4808319.01,64110.9201,7271.3631,75,64110.9201,34796.84,0.7925,291,0.6127,4.3879,34,0.6298,49,1,0,0,0.8234,434,6,0,1,0,0,1,0,0,0
12780512.8,412274.6066,149537.5595,31,412274.6066,412274.6066,0.7194,7518,0.9819,3.1815,39,0.309,9,1,0,1,0.6632,1482,9,0,1,0,0,0,0,0,1
4937946.77,246897.3384,246897.3384,20,1120491.53,246897.3384,0.5755,3418,0.9127,2.6774,13,0.4476,9,1,1,0,0.8807,200,5,0,1,0,0,0,1,0,0
2652197.73,39585.0407,10811.293,67,39585.0407,39585.0407,0.763,227,0.8279,11.5461,15,0.1844,3,1,0,1,0.7917,52,4,1,1,1,0,0,0,0,0
2309737.76,65992.5075,2111.3978,35,119405.68,51582.91,0.5936,54,0.604,8.5508,9,0.6287,23,1,0,0,0.762,603,5,1,1,0,0,1,0,0,0
6036146.25,754518.2815,70554.5107,8,1147882.2,590683.59,0.7131,5652,0.8848,1.1368,60,0.6087,15,1,0,1,0.7685,820,10,0,1,0,0,0,0,1,0
1901197.1,42248.8244,8063.5015,45,42248.8244,30943.17,0.8121,177,0.5231,3.6637,12,0.3021,3,0,0,1,0.7512,35,3,0,1,1,0,0,0,0,0
4813292.52,178270.0932,30654.193,27,295600.28,178270.0932,0.9381,19,0.8437,14.2358,14,0.6615,26,1,1,0,0.5525,158,10,0,1,0,1,0,0,0,0
